19/10/17,09.04,19.2,20.17,1018.39,56.0
19/10/17,09.05,19.2,20.18,1018.38,57.0
19/10/17,09.05,19.2,20.19,1018.39,57.0
19/10/17,09.05,19.4,20.2,1018.4,57.0
19/10/17,09.05,19.5,20.22,1018.42,57.0
19/10/17,09.06,19.6,20.21,1018.42,57.0
19/10/17,09.06,19.4,20.21,1018.41,57.0
19/10/17,09.06,19.3,20.22,1018.41,57.0
19/10/17,09.06,19.4,20.24,1018.43,56.0
19/10/17,09.07,19.4,20.25,1018.42,56.0
19/10/17,09.07,19.5,20.25,1018.4,56.0
19/10/17,09.07,19.6,20.26,1018.44,56.0
19/10/17,09.07,19.6,20.25,1018.45,56.0
19/10/17,09.08,19.5,20.25,1018.42,57.0
19/10/17,09.08,19.5,20.25,1018.42,57.0
19/10/17,09.08,19.5,20.25,1018.45,57.0
19/10/17,09.08,19.5,20.26,1018.45,57.0
19/10/17,09.08,19.5,20.28,1018.47,56.0
19/10/17,09.09,19.6,20.29,1018.46,56.0
19/10/17,09.09,19.7,20.29,1018.49,56.0
19/10/17,09.09,19.7,20.29,1018.45,56.0
19/10/17,09.09,19.7,20.29,1018.47,56.0
19/10/17,09.10,19.8,20.28,1018.49,56.0
19/10/17,09.10,19.8,20.29,1018.47,56.0
19/10/17,09.10,19.9,20.3,1018.51,56.0
19/10/17,09.10,19.9,20.32,1018.52,57.0
19/10/17,09.11,19.9,20.33,1018.48,56.0
19/10/17,09.11,19.9,20.35,1018.52,56.0
19/10/17,09.11,19.8,20.36,1018.52,57.0
19/10/17,09.11,19.7,20.37,1018.53,57.0
19/10/17,09.12,19.9,20.38,1018.53,57.0
19/10/17,09.12,19.8,20.38,1018.51,57.0
19/10/17,09.12,20.1,20.4,1018.51,57.0
19/10/17,09.12,20.0,20.39,1018.52,57.0
19/10/17,09.13,20.0,20.39,1018.53,57.0
19/10/17,09.13,20.0,20.41,1018.52,57.0
19/10/17,09.13,20.0,20.43,1018.5,57.0
19/10/17,09.13,20.0,20.45,1018.53,57.0
19/10/17,09.14,20.0,20.45,1018.52,56.0
19/10/17,09.14,20.0,20.45,1018.5,57.0
19/10/17,09.14,19.9,20.46,1018.5,57.0
19/10/17,09.14,19.9,20.45,1018.53,56.0
19/10/17,09.14,20.1,20.45,1018.48,56.0
19/10/17,09.15,20.0,20.45,1018.51,57.0
19/10/17,09.15,20.0,20.46,1018.49,57.0
19/10/17,09.15,20.0,20.46,1018.49,56.0
19/10/17,09.15,20.0,20.47,1018.48,56.0
19/10/17,09.16,20.1,20.48,1018.49,56.0
19/10/17,09.16,20.0,20.5,1018.51,56.0
19/10/17,09.16,20.1,20.48,1018.49,56.0
19/10/17,09.16,20.0,20.5,1018.45,56.0
19/10/17,09.17,20.0,20.5,1018.46,56.0
19/10/17,09.17,20.0,20.51,1018.48,57.0
19/10/17,09.17,20.4,20.5,1018.49,57.0
19/10/17,09.17,20.1,20.5,1018.48,57.0
19/10/17,09.18,20.1,20.5,1018.46,57.0
19/10/17,09.18,20.1,20.53,1018.46,57.0
19/10/17,09.18,20.1,20.53,1018.45,57.0
19/10/17,09.18,20.2,20.52,1018.42,57.0
19/10/17,09.19,20.1,20.52,1018.41,57.0
19/10/17,09.19,20.1,20.53,1018.5,57.0
19/10/17,09.19,20.0,20.53,1018.47,57.0
19/10/17,09.19,20.1,20.53,1018.4,57.0
19/10/17,09.19,20.1,20.55,1018.45,57.0
19/10/17,09.20,20.1,20.56,1018.44,57.0
19/10/17,09.20,20.1,20.56,1018.42,57.0
19/10/17,09.20,20.1,20.57,1018.45,57.0
19/10/17,09.20,20.0,20.56,1018.45,57.0
19/10/17,09.21,20.1,20.56,1018.46,57.0
19/10/17,09.21,20.1,20.56,1018.45,57.0
19/10/17,09.21,20.1,20.56,1018.42,57.0
19/10/17,09.21,20.1,20.58,1018.44,57.0
19/10/17,09.22,20.0,20.59,1018.46,57.0
19/10/17,09.22,20.1,20.59,1018.46,57.0
19/10/17,09.22,20.0,20.6,1018.45,57.0
19/10/17,09.22,20.1,20.6,1018.45,57.0
19/10/17,09.23,20.1,20.61,1018.46,57.0
19/10/17,09.23,20.2,20.61,1018.44,57.0
19/10/17,09.23,20.2,20.61,1018.45,57.0
19/10/17,09.23,20.2,20.61,1018.49,57.0
19/10/17,09.24,20.2,20.62,1018.48,57.0
19/10/17,09.24,20.3,20.61,1018.46,57.0
19/10/17,09.24,20.2,20.6,1018.47,57.0
19/10/17,09.24,20.3,20.61,1018.46,57.0
19/10/17,09.25,20.3,20.62,1018.47,57.0
19/10/17,09.25,20.3,20.62,1018.45,57.0
19/10/17,09.25,20.2,20.62,1018.47,57.0
19/10/17,09.25,20.2,20.62,1018.5,57.0
19/10/17,09.25,20.2,20.61,1018.5,57.0
19/10/17,09.26,20.2,20.61,1018.5,57.0
19/10/17,09.26,20.0,20.6,1018.53,57.0
19/10/17,09.26,20.1,20.6,1018.51,57.0
19/10/17,09.26,20.1,20.61,1018.5,57.0
19/10/17,09.27,20.3,20.62,1018.49,57.0
19/10/17,09.27,20.2,20.62,1018.49,57.0
19/10/17,09.27,20.2,20.62,1018.52,57.0
19/10/17,09.27,20.2,20.61,1018.5,57.0
19/10/17,09.28,20.4,20.63,1018.51,57.0
19/10/17,09.28,20.2,20.62,1018.49,57.0
19/10/17,09.28,20.3,20.64,1018.49,59.0
19/10/17,09.28,20.2,20.65,1018.52,58.0
19/10/17,09.29,20.2,20.64,1018.51,57.0
19/10/17,09.29,20.2,20.63,1018.54,57.0
19/10/17,09.29,20.2,20.63,1018.53,57.0
19/10/17,09.29,20.2,20.64,1018.52,57.0
19/10/17,09.30,20.2,20.64,1018.49,57.0
19/10/17,09.30,20.3,20.65,1018.54,57.0
19/10/17,09.30,20.3,20.65,1018.51,57.0
19/10/17,09.30,20.3,20.66,1018.51,57.0
19/10/17,09.30,20.2,20.67,1018.53,57.0
